Date,Open,High,Low,Close,Adj Close,Volume
2010-03-15,127.400002,128.929993,126.779999,127.709999,95.053963,32679700
2010-03-22,127.110001,130.729996,126.570000,129.259995,96.207603,31453700
2010-03-29,129.300003,129.949997,127.550003,128.250000,95.455879,17954900
2010-04-05,128.380005,129.800003,127.120003,128.759995,95.835449,24394000
2010-04-12,128.570007,132.169998,127.839996,130.630005,97.227295,35328700
2010-04-19,130.380005,132.279999,127.769997,129.990005,96.750969,46345200
2010-04-26,129.759995,132.000000,128.710007,129.000000,96.014107,35378000
2010-05-03,129.389999,130.139999,116.000000,122.099998,90.878464,43103500
2010-05-10,126.269997,133.100006,125.059998,131.190002,98.144608,52007600
2010-05-17,130.679993,131.990005,121.400002,125.419998,93.827995,52738700
2010-05-24,125.260002,126.389999,121.470001,125.260002,93.708305,40594400
2010-05-31,124.690002,128.220001,124.199997,125.279999,93.723289,31155200
2010-06-07,125.570000,128.800003,122.820000,128.449997,96.094803,36446000
2010-06-14,128.500000,131.250000,128.339996,130.149994,97.366570,34958900
2010-06-21,131.419998,131.940002,127.120003,127.120003,95.099792,35729700
2010-06-28,127.650002,129.470001,120.610001,121.860001,91.164742,39925900
2010-07-05,123.580002,128.199997,122.169998,127.959999,95.728210,22776300
2010-07-12,127.370003,131.600006,127.160004,128.029999,95.780571,30691500
2010-07-19,128.669998,130.380005,122.930000,128.380005,96.042419,45328500
2010-07-26,128.179993,129.500000,127.040001,128.399994,96.057358,29087100
2010-08-02,129.250000,131.979996,128.759995,130.139999,97.359093,26753600
2010-08-09,130.789993,132.490005,127.330002,127.870003,96.134888,27721100
2010-08-16,127.470001,130.199997,126.959999,127.500000,95.856712,24839400
2010-08-23,127.570000,128.029999,122.419998,124.730003,93.774162,28851700
2010-08-30,125.080002,127.599998,122.279999,127.580002,95.916862,25097500
2010-09-06,126.989998,128.289993,125.389999,127.989998,96.225098,16686200
2010-09-13,128.630005,130.600006,128.429993,130.190002,97.879112,29966700
2010-09-20,130.240005,134.149994,130.110001,134.110001,100.826233,28357000
2010-09-27,133.509995,136.279999,133.509995,135.639999,101.976509,30834900
2010-10-04,135.229996,139.089996,134.389999,138.850006,104.389832,26027000
2010-10-11,138.789993,142.100006,138.270004,141.059998,106.051323,31299400
2010-10-18,140.899994,143.029999,136.699997,139.669998,105.006348,41753800
2010-10-25,140.419998,144.000000,138.529999,143.600006,107.960968,32583300
2010-11-01,143.639999,146.929993,142.320007,146.919998,110.456985,27101400
2010-11-08,145.350006,147.529999,143.350006,143.740005,108.066246,24816000
2010-11-15,143.889999,145.350006,141.179993,145.050003,109.535713,24207800
2010-11-22,144.000000,146.440002,142.330002,143.899994,108.667252,15256400
2010-11-29,143.529999,145.850006,141.279999,145.380005,109.784927,28622500
2010-12-06,144.539993,146.300003,143.520004,144.820007,109.362045,21020900
2010-12-13,145.139999,146.009995,144.149994,145.000000,109.497940,28194800
2010-12-20,145.389999,146.399994,144.330002,145.889999,110.170052,13585400
2010-12-27,145.119995,147.500000,145.000000,146.759995,110.827026,14684300
2011-01-03,147.210007,148.860001,146.639999,147.929993,111.710556,23486200
2011-01-10,147.580002,150.000000,146.750000,150.000000,113.273750,19878500
2011-01-17,149.820007,156.779999,149.380005,155.500000,117.427124,35766800
2011-01-24,155.419998,164.350006,155.330002,159.210007,120.228737,32502900
2011-01-31,159.179993,164.199997,158.679993,164.000000,123.846008,25371100
2011-02-07,164.080002,166.250000,163.179993,163.850006,123.732735,26097300
2011-02-14,164.179993,164.839996,162.520004,164.839996,124.973145,18590000
2011-02-21,163.570007,164.259995,159.029999,162.279999,123.032303,21433300
2011-02-28,162.360001,164.309998,159.410004,161.830002,122.691116,21537300
2011-03-07,161.600006,167.720001,158.850006,162.429993,123.145988,31095800
2011-03-14,161.160004,161.979996,151.710007,155.889999,118.187752,41798000
2011-03-21,157.639999,162.740005,157.070007,162.179993,122.956459,25371800
2011-03-28,161.539993,164.419998,161.119995,164.270004,124.541008,19066300
2011-04-04,164.419998,164.750000,163.160004,164.050003,124.374222,17602700
2011-04-11,163.440002,166.339996,162.300003,166.210007,126.011826,22168000
2011-04-18,164.639999,168.449997,162.190002,168.279999,127.581192,29758000
2011-04-25,167.649994,173.000000,167.229996,170.580002,129.324921,26858900
2011-05-02,172.110001,173.539993,167.500000,168.889999,128.043640,29465600
2011-05-09,168.389999,172.770004,167.820007,169.919998,129.400620,23498700
2011-05-16,169.809998,171.410004,166.529999,170.160004,129.583466,25997900
2011-05-23,168.580002,168.690002,165.899994,167.500000,127.557739,22718600
2011-05-30,168.440002,169.889999,164.130005,165.050003,125.691971,23342600
2011-06-06,164.759995,165.960007,162.869995,163.179993,124.267853,20640600
2011-06-13,164.440002,165.100006,161.520004,164.440002,125.227402,29385600
2011-06-20,163.699997,166.809998,163.589996,165.070007,125.707207,22978000
2011-06-27,165.740005,174.649994,165.210007,174.539993,132.918900,23400700
2011-07-04,173.520004,177.770004,173.520004,176.490005,134.403946,20777900
2011-07-11,174.899994,176.320007,173.839996,175.539993,133.680496,23838300
2011-07-18,174.729996,185.630005,173.580002,185.179993,141.021744,37500900
2011-07-25,183.889999,184.960007,179.729996,181.850006,138.485794,26294400
2011-08-01,182.600006,183.690002,166.520004,172.979996,131.730957,41229200
2011-08-08,168.830002,172.610001,161.850006,168.199997,128.090775,56678700
2011-08-15,171.320007,174.000000,157.130005,157.539993,120.495239,47511700
2011-08-22,161.350006,169.330002,157.619995,169.139999,129.367554,33789200
2011-08-29,170.580002,173.720001,166.000000,166.979996,127.715454,26288300
2011-09-05,163.059998,169.580002,160.809998,161.369995,123.424606,25328900
2011-09-12,160.039993,172.990005,158.759995,172.990005,132.312241,33464200
2011-09-19,169.500000,177.669998,165.759995,169.339996,129.520508,31790500
2011-09-26,170.960007,180.910004,169.860001,174.869995,133.750168,36868400
2011-10-03,174.360001,183.720001,168.880005,182.389999,139.501846,38117800
2011-10-10,183.000000,190.529999,182.899994,190.529999,145.727829,26220900
2011-10-17,189.710007,190.160004,176.169998,181.630005,138.920593,46796000
2011-10-24,181.509995,188.070007,179.029999,187.449997,143.372055,28719000
2011-10-31,185.589996,187.779999,180.740005,186.380005,142.553619,22918900
2011-11-07,186.220001,187.880005,181.160004,187.380005,143.318497,20903100
2011-11-14,189.169998,189.970001,183.389999,185.240005,142.251251,25522100
2011-11-21,183.369995,183.960007,177.059998,177.059998,135.969574,16357400
2011-11-28,182.710007,191.330002,180.669998,189.660004,145.645554,25843600
2011-12-05,191.179993,194.899994,190.320007,194.559998,149.408356,24142900
2011-12-12,193.639999,194.300003,181.910004,183.570007,140.968842,30186100
2011-12-19,184.509995,187.330002,179.039993,184.750000,141.874954,27166800
2011-12-26,184.970001,186.479996,183.339996,183.880005,141.206924,12119700
2012-01-02,186.729996,188.710007,182.309998,182.539993,140.177872,19352900
2012-01-09,182.199997,183.720001,177.350006,179.160004,137.582245,26633200
2012-01-16,180.360001,188.970001,179.320007,188.520004,144.770096,32020900
2012-01-23,187.910004,192.789993,187.669998,190.460007,146.259827,22822200
2012-01-30,189.389999,194.809998,188.220001,193.639999,148.701874,22703600
2012-02-06,192.479996,194.460007,191.279999,192.419998,147.765015,18144100
2012-02-13,193.309998,193.860001,190.830002,193.419998,149.111343,17149800
2012-02-20,193.729996,199.229996,192.460007,197.759995,152.457138,17955300
2012-02-27,196.779999,199.169998,196.100006,198.809998,153.266556,19330600
2012-03-05,198.360001,201.190002,196.809998,200.619995,154.661926,21823600
2012-03-12,200.929993,207.520004,200.229996,206.009995,158.817200,25846100
2012-03-19,205.710007,206.529999,203.699997,205.479996,158.408615,17132200
2012-03-26,206.449997,209.119995,206.020004,208.649994,160.852417,16007300
2012-04-02,208.960007,210.690002,204.460007,205.470001,158.400925,15692400
2012-04-09,204.399994,206.169998,202.169998,202.800003,156.342560,17522600
2012-04-16,204.740005,207.639999,197.520004,199.600006,153.875626,30566700
2012-04-23,197.889999,208.169998,196.789993,206.809998,159.433929,20048100
2012-04-30,206.710007,208.929993,204.399994,204.990005,158.030884,14699600
2012-05-07,203.960007,204.770004,199.059998,201.169998,155.085922,17219400
2012-05-14,199.919998,201.470001,195.160004,195.880005,151.640396,22381000
2012-05-21,195.979996,198.259995,193.199997,194.300003,150.417221,17970000
2012-05-28,195.220001,198.080002,188.600006,189.080002,146.376144,21714900
2012-06-04,188.339996,195.830002,187.000000,195.139999,151.067520,18002600
2012-06-11,196.600006,199.270004,192.139999,199.100006,154.133163,19518700
2012-06-18,197.570007,199.990005,193.190002,193.699997,149.952774,23194300
2012-06-25,192.479996,195.809998,188.899994,195.580002,151.408157,18637100
2012-07-02,196.360001,197.199997,189.740005,191.410004,148.179947,11920500
2012-07-09,190.759995,191.139999,181.850006,186.009995,143.999527,22998800
2012-07-16,185.580002,196.850006,183.199997,192.449997,148.985077,31507600
2012-07-23,189.779999,197.410004,188.199997,196.389999,152.035187,18795600
2012-07-30,196.320007,198.949997,193.020004,198.520004,153.684158,14944000
2012-08-06,198.759995,200.880005,197.240005,199.289993,154.280212,12376100
2012-08-13,198.880005,202.000000,197.720001,201.220001,156.439453,12373700
2012-08-20,200.690002,201.130005,194.199997,197.770004,153.757263,14140300
2012-08-27,197.960007,198.300003,193.179993,194.850006,151.487045,13113600
2012-09-03,196.610001,199.500000,193.250000,199.500000,155.102173,15172300
2012-09-10,199.389999,207.649994,198.729996,206.809998,160.785385,19339300
2012-09-17,205.550003,207.990005,205.300003,205.979996,160.140121,24867400
2012-09-24,205.020004,208.320007,203.899994,207.449997,161.282974,17962400
2012-10-01,208.009995,211.789993,207.940002,210.589996,163.724182,17786100
2012-10-08,210.020004,210.740005,205.050003,207.800003,161.555084,15209500
2012-10-15,208.880005,211.000000,193.179993,193.360001,150.328659,37283100
2012-10-22,193.710007,194.679993,190.559998,193.270004,150.258698,19824000
2012-10-29,194.800003,198.000000,193.289993,193.429993,150.383072,14071200
2012-11-05,192.360001,196.750000,188.880005,189.639999,147.436539,17977200
2012-11-12,190.029999,190.880005,184.779999,186.940002,145.973465,18951000
2012-11-19,188.619995,193.490005,188.250000,193.490005,151.088089,15826300
2012-11-26,192.449997,193.369995,189.270004,190.070007,148.417526,21119100
2012-12-03,190.759995,192.199997,186.940002,191.949997,149.885574,18850300
2012-12-10,192.169998,194.800003,191.259995,191.759995,149.737183,19274500
2012-12-17,191.759995,196.449997,191.570007,193.419998,151.033417,24598600
2012-12-24,193.050003,193.830002,189.830002,189.830002,148.230133,11911900
2012-12-31,189.229996,196.350006,188.839996,193.990005,151.478485,15943900
2013-01-07,193.399994,195.000000,191.279999,194.449997,151.837692,16589700
2013-01-14,192.820007,195.000000,190.389999,194.470001,151.853287,19748400
2013-01-21,194.360001,208.580002,194.009995,204.970001,160.052307,27508900
2013-01-28,204.850006,206.220001,202.960007,205.179993,160.216293,15901300
2013-02-04,204.190002,205.020004,198.679993,201.679993,157.483307,16419900
2013-02-11,200.979996,201.949997,199.020004,200.979996,157.597260,14498300
2013-02-18,200.600006,201.889999,198.110001,201.089996,157.683517,13744500
2013-02-25,201.669998,203.119995,197.509995,202.910004,159.110641,19419000
2013-03-04,202.589996,210.740005,202.550003,210.380005,164.968231,18680900
2013-03-11,210.039993,215.899994,209.039993,214.919998,168.528275,23433000
2013-03-18,212.899994,215.820007,210.110001,212.080002,166.301300,18085500
2013-03-25,212.539993,213.440002,209.740005,213.300003,167.257919,12516100
2013-04-01,212.800003,214.889999,206.339996,209.410004,164.207626,16247600
2013-04-08,209.070007,213.089996,207.330002,211.380005,165.752350,15273700
2013-04-15,210.440002,212.000000,189.759995,190.000000,148.987381,35696400
2013-04-22,191.149994,195.169998,187.679993,194.309998,152.367050,27976600
2013-04-29,194.779999,205.320007,194.649994,204.509995,160.365280,26809200
2013-05-06,203.789993,205.000000,201.520004,204.470001,160.333939,18700700
2013-05-13,204.179993,209.500000,202.039993,208.440002,164.213058,21587300
2013-05-20,208.020004,210.149994,204.419998,205.720001,162.070221,20259100
2013-05-27,207.440002,211.979996,206.039993,208.020004,163.882172,16799600
2013-06-03,208.250000,210.050003,201.470001,206.350006,162.566559,17768500
2013-06-10,206.970001,206.979996,200.339996,202.199997,159.297104,14580500
2013-06-17,203.440002,206.089996,193.539993,195.460007,153.987183,22773400
2013-06-24,193.990005,196.899994,188.410004,191.110001,150.560165,25092600
2013-07-01,192.149994,195.160004,190.259995,194.929993,153.569611,12378100
2013-07-08,195.600006,195.779999,190.779999,192.070007,151.316498,20715900
2013-07-15,192.419998,200.940002,191.679993,193.539993,152.474579,31679400
2013-07-22,193.399994,197.830002,193.279999,197.350006,155.476181,14719100
2013-07-29,196.830002,197.830002,193.220001,195.160004,153.750854,15338600
2013-08-05,195.160004,195.880005,186.789993,187.820007,147.968307,20128300
2013-08-12,186.970001,189.990005,185.339996,185.339996,146.744385,16580500
2013-08-19,185.300003,186.570007,183.169998,185.419998,146.807678,14564700
2013-08-26,185.270004,187.000000,181.100006,182.270004,144.313629,15052200
2013-09-02,183.630005,185.000000,182.309998,183.029999,144.915451,11856200
2013-09-09,183.679993,193.100006,183.309998,192.169998,152.152069,18194900
2013-09-16,193.699997,194.889999,190.020004,190.020004,150.449814,22379100
2013-09-23,190.059998,192.410004,186.449997,186.919998,147.995346,15079700
2013-09-30,185.559998,186.740005,183.000000,184.100006,145.762589,16351900
2013-10-07,181.850006,186.229996,178.710007,186.160004,147.393600,20859700
2013-10-14,185.410004,186.990005,172.570007,173.779999,137.591660,45663100
2013-10-21,174.419998,179.100006,172.630005,176.850006,140.022339,29861500
2013-10-28,177.039993,182.320007,176.199997,179.229996,141.906708,25853600
2013-11-04,179.899994,181.389999,177.350006,179.990005,142.508469,25635300
2013-11-11,180.190002,184.050003,179.660004,183.190002,145.821014,25682800
2013-11-18,183.520004,186.240005,179.919998,181.300003,144.316528,25637400
2013-11-25,180.250000,180.759995,177.309998,179.679993,143.027008,20384900
2013-12-02,179.460007,179.589996,175.160004,177.669998,141.427048,24816100
2013-12-09,177.990005,178.149994,172.729996,172.800003,137.550491,21870800
2013-12-16,173.220001,182.000000,172.729996,180.020004,143.297638,32267100
2013-12-23,181.050003,186.500000,180.610001,185.080002,147.325439,12400800
2013-12-30,185.320007,187.789993,184.669998,186.639999,148.567215,15248000
2014-01-06,187.149994,190.350006,185.300003,187.259995,149.060791,22947500
2014-01-13,186.259995,190.809998,183.860001,190.089996,151.313461,27635300
2014-01-20,190.229996,190.389999,179.639999,179.639999,142.995163,38736900
2014-01-27,179.610001,179.649994,175.339996,176.679993,140.638992,25559900
2014-02-03,176.020004,177.559998,172.190002,177.250000,141.092712,25234000
2014-02-10,176.970001,184.429993,176.250000,183.690002,147.020630,21312600
2014-02-17,183.179993,185.710007,182.320007,182.789993,146.300278,19774200
2014-02-24,182.820007,186.119995,182.820007,185.169998,148.205170,20734000
2014-03-03,183.330002,188.919998,182.820007,187.679993,150.214127,20103400
2014-03-10,187.550003,188.449997,182.210007,182.210007,145.836060,24057200
2014-03-17,182.660004,188.699997,182.660004,186.669998,149.405716,30821100
2014-03-24,187.429993,195.630005,187.369995,190.449997,152.431168,35465000
2014-03-31,191.639999,195.130005,191.279999,191.770004,153.487640,29036500
2014-04-07,191.720001,199.210007,191.570007,195.190002,156.224899,30598500
2014-04-14,196.240005,198.710007,187.009995,190.009995,152.078964,30559300
2014-04-21,189.800003,193.000000,189.110001,189.630005,151.774857,22312800
2014-04-28,191.139999,196.860001,190.580002,191.440002,153.223557,21195300
2014-05-05,191.050003,191.490005,186.929993,190.080002,152.134995,13925300
2014-05-12,191.119995,193.029999,185.929993,187.059998,150.589554,19407200
2014-05-19,186.610001,187.160004,184.699997,185.940002,149.687943,14066100
2014-05-26,184.800003,185.649994,182.330002,184.360001,148.415970,15895800
2014-06-02,184.759995,187.649994,183.919998,186.369995,150.034103,14243300
2014-06-09,186.220001,187.639999,180.910004,182.559998,146.966904,18143900
2014-06-16,182.399994,184.470001,181.240005,181.550003,146.153870,24186800
2014-06-23,181.919998,183.000000,179.270004,181.710007,146.282654,17703900
2014-06-30,181.330002,188.990005,180.259995,188.529999,151.772980,18382300
2014-07-07,187.610001,188.899994,186.210007,188.000000,151.346298,14983700
2014-07-14,188.550003,195.949997,188.210007,192.500000,154.968979,34217100
2014-07-21,191.300003,195.899994,189.250000,194.399994,156.498520,19580700
2014-07-28,194.300003,196.399994,188.860001,189.149994,152.272079,19838900
2014-08-04,189.350006,189.949997,183.580002,186.630005,150.243362,14770900
2014-08-11,187.809998,188.880005,186.279999,187.380005,151.739349,10925100
2014-08-18,188.100006,192.070007,187.759995,190.410004,154.192963,11074800
2014-08-25,191.389999,194.130005,190.660004,192.300003,155.723450,11502200
2014-09-01,192.679993,192.970001,190.059998,191.199997,154.832687,9627700
2014-09-08,190.750000,192.779999,189.509995,191.279999,154.897446,12891300
2014-09-15,191.419998,195.000000,190.580002,194.000000,157.100128,20044000
2014-09-22,193.720001,194.139999,188.610001,190.059998,153.909531,16347700
2014-09-29,188.509995,190.850006,186.240005,188.669998,152.783905,14346700
2014-10-06,189.690002,190.889999,185.100006,185.929993,150.565079,15791200
2014-10-13,185.490005,186.649994,178.690002,182.050003,147.423065,24346000
2014-10-20,166.850006,170.330002,161.100006,162.080002,131.251480,69702600
2014-10-27,162.000000,165.589996,161.800003,164.399994,133.130219,27337700
2014-11-03,164.250000,164.539993,160.050003,162.070007,131.243393,20602200
2014-11-10,161.899994,164.490005,161.610001,164.160004,133.845688,20088900
2014-11-17,164.160004,164.970001,159.800003,160.919998,131.204025,22271600
2014-11-24,161.539993,163.860001,161.009995,162.169998,132.223190,17052900
2014-12-01,161.639999,164.520004,161.350006,163.270004,133.120071,20936100
2014-12-08,163.289993,163.330002,155.330002,155.380005,126.687035,23386300
2014-12-15,155.929993,160.410004,150.500000,158.509995,129.239044,34581200
2014-12-22,158.330002,163.089996,158.330002,162.339996,132.361771,12506100
2014-12-29,162.000000,163.309998,159.449997,162.059998,132.133499,15699100
2015-01-05,161.270004,161.270004,154.029999,159.110001,129.728256,24454000
2015-01-12,159.000000,159.970001,153.740005,157.139999,128.122040,23259800
2015-01-19,156.699997,157.600006,151.070007,155.869995,127.086540,31244800
2015-01-26,158.259995,159.460007,149.520004,153.309998,124.999298,32928000
2015-02-02,154.000000,158.710007,151.509995,156.720001,127.779610,22440200
2015-02-09,156.000000,160.800003,155.080002,160.399994,131.697449,18165000
2015-02-16,159.750000,164.490005,159.729996,163.649994,134.365860,14110300
2015-02-23,164.229996,164.990005,159.770004,161.940002,132.961868,22941400
2015-03-02,161.940002,161.940002,158.059998,158.500000,130.137436,21117800
2015-03-09,158.199997,161.149994,153.399994,154.279999,126.672592,26136200
2015-03-16,155.050003,163.000000,154.800003,162.880005,133.733688,25685100
2015-03-23,162.770004,165.350006,158.910004,160.399994,131.697449,23579000
2015-03-30,161.309998,163.600006,158.389999,160.449997,131.738510,16765800
2015-04-06,159.690002,163.839996,158.699997,162.860001,133.717224,13917200
2015-04-13,162.369995,164.960007,160.029999,160.669998,131.919113,17538300
2015-04-20,162.100006,171.910004,161.899994,169.779999,139.398941,35441600
2015-04-27,170.889999,175.130005,170.020004,173.669998,142.592850,21878700
2015-05-04,174.470001,176.300003,168.860001,172.679993,141.780014,16798800
2015-05-11,172.649994,174.410004,168.839996,173.259995,144.436981,13436600
2015-05-18,173.440002,174.440002,171.929993,172.220001,143.570023,11939200
2015-05-25,172.110001,172.479996,169.130005,169.649994,141.427536,12442000
2015-06-01,170.210007,171.559998,167.199997,167.399994,139.551819,13867700
2015-06-08,167.169998,170.440002,163.369995,166.990005,139.210007,18364200
2015-06-15,166.990005,168.720001,164.250000,166.990005,139.210007,20763400
2015-06-22,167.649994,169.970001,165.229996,165.460007,137.934601,20940400
2015-06-29,163.919998,165.610001,162.119995,165.089996,137.626114,12979200
2015-07-06,163.830002,167.399994,162.229996,166.949997,139.176682,18144000
2015-07-13,167.929993,172.520004,167.520004,172.509995,143.811752,17138600
2015-07-20,172.789993,173.779999,159.410004,159.750000,133.174484,37124300
2015-07-27,159.000000,162.059998,158.500000,161.990005,135.041840,15380500
2015-08-03,161.699997,161.850006,154.339996,155.119995,129.314697,20148800
2015-08-10,156.770004,157.470001,153.949997,155.750000,130.917770,17100600
2015-08-17,155.199997,156.690002,148.699997,148.850006,125.117882,19847900
2015-08-24,143.470001,148.970001,140.619995,147.979996,124.386589,32537600
2015-08-31,147.380005,148.399994,141.850006,143.699997,120.788933,21421700
2015-09-07,145.860001,149.039993,144.509995,147.369995,123.873848,13917900
2015-09-14,147.369995,149.679993,143.979996,144.509995,121.469803,20721800
2015-09-21,145.389999,146.979996,141.949997,145.419998,122.234718,16818000
2015-09-28,144.419998,145.710007,140.559998,144.580002,121.528671,19962300
2015-10-05,145.820007,153.149994,145.820007,152.389999,128.093460,19456200
2015-10-12,152.399994,152.580002,148.580002,150.389999,126.412331,17456200
2015-10-19,149.850006,149.970001,139.300003,144.679993,121.612709,41924500
2015-10-26,144.750000,145.000000,137.330002,140.080002,117.746117,34703700
2015-11-02,140.500000,142.800003,137.869995,138.250000,116.207893,21530300
2015-11-09,137.919998,138.080002,131.649994,131.750000,111.783043,25076400
2015-11-16,131.789993,138.919998,131.789993,138.500000,117.510033,21085100
2015-11-23,138.529999,139.339996,137.119995,138.460007,117.476128,13199600
2015-11-30,138.610001,141.399994,137.990005,140.429993,119.147537,22947300
2015-12-07,140.160004,140.410004,133.910004,134.570007,114.175659,21355700
2015-12-14,135.309998,139.649994,134.020004,134.899994,114.455650,27843400
2015-12-21,135.830002,139.309998,134.020004,138.250000,117.297935,16541400
2015-12-28,137.740005,140.440002,136.539993,137.619995,116.763412,13538600
2016-01-04,135.600006,136.889999,131.320007,131.630005,111.681213,25253600
2016-01-11,131.809998,134.279999,128.869995,130.029999,110.323685,29471300
2016-01-18,130.110001,132.100006,118.000000,122.500000,103.934891,44227400
2016-01-25,122.099998,124.790001,120.650002,124.790001,105.877823,27280800
2016-02-01,124.400002,128.639999,122.290001,128.570007,109.084991,25529900
2016-02-08,126.000000,127.510002,116.900002,121.040001,102.696152,32034400
2016-02-15,121.830002,134.000000,121.339996,133.080002,114.064789,23959300
2016-02-22,133.080002,134.919998,129.679993,132.029999,113.164825,20764200
2016-02-29,132.000000,139.419998,130.899994,137.800003,118.110367,22558500
2016-03-07,137.279999,142.919998,136.869995,142.360001,122.018837,23599100
2016-03-14,142.009995,147.509995,141.039993,147.089996,126.072990,29889500
2016-03-21,147.300003,149.279999,144.490005,147.949997,126.810089,17612200
2016-03-28,147.750000,153.100006,147.229996,152.520004,130.727112,20440900
2016-04-04,152.339996,153.520004,147.809998,149.350006,128.010086,18419600
2016-04-11,150.259995,152.759995,148.580002,151.720001,130.041412,17444400
2016-04-18,151.720001,153.139999,142.610001,148.500000,127.281487,37735800
2016-04-25,148.160004,150.779999,144.190002,145.940002,125.087288,16957200
2016-05-02,146.559998,147.970001,142.899994,147.289993,126.244377,21060800
2016-05-09,147.699997,151.089996,147.009995,147.720001,127.834801,17035300
2016-05-16,147.649994,149.990005,143.960007,147.250000,128.650925,16407900
2016-05-23,147.610001,152.929993,146.660004,152.839996,133.534897,14908400
2016-05-30,152.559998,153.809998,151.539993,152.889999,133.578568,13470900
2016-06-06,153.089996,154.089996,151.860001,152.369995,133.124207,14921100
2016-06-13,151.630005,152.720001,149.000000,151.990005,132.792236,15849600
2016-06-20,152.600006,155.479996,146.179993,146.589996,128.074310,22218300
2016-06-27,146.179993,152.970001,142.500000,152.350006,133.106750,19008700
2016-07-04,151.190002,154.600006,149.919998,154.460007,134.950226,10213600
2016-07-11,154.600006,161.399994,154.500000,159.779999,139.598297,18538300
2016-07-18,159.300003,162.169998,157.889999,162.070007,141.599030,24265000
2016-07-25,162.000000,163.600006,160.029999,160.619995,140.332169,13749800
2016-08-01,160.649994,163.509995,159.800003,163.500000,142.848419,15067700
2016-08-08,162.729996,164.949997,161.520004,161.949997,141.494171,19555200
2016-08-15,162.399994,162.970001,159.520004,160.039993,141.033051,14873700
2016-08-22,160.000000,161.339996,157.850006,158.320007,139.517349,13597100
2016-08-29,158.830002,160.570007,158.100006,159.550003,140.601273,11286600
2016-09-05,159.880005,161.759995,155.649994,155.690002,137.199677,15010600
2016-09-12,155.259995,158.529999,153.210007,153.839996,135.569382,21974000
2016-09-19,154.869995,157.220001,153.869995,154.979996,136.574005,12476400
2016-09-26,154.460007,165.000000,153.460007,158.850006,139.984406,15802200
2016-10-03,158.059998,158.529999,154.860001,155.669998,137.182053,11418400
2016-10-10,156.710007,158.490005,152.270004,154.449997,136.106949,15614700
2016-10-17,154.449997,155.889999,147.789993,149.630005,131.859375,31731200
2016-10-24,150.399994,154.440002,149.830002,152.610001,134.485489,16009700
2016-10-31,152.759995,154.330002,151.669998,152.429993,134.326843,15168700
2016-11-07,153.990005,161.339996,151.000000,161.270004,142.116974,25292900
2016-11-14,161.250000,161.860001,157.550003,160.389999,142.623779,16169100
2016-11-21,160.690002,163.190002,160.369995,163.139999,145.069153,11265900
2016-11-28,163.199997,164.660004,158.300003,160.020004,142.294739,19372000
2016-12-05,160.850006,166.720001,158.929993,166.520004,148.074738,17154500
2016-12-12,166.720001,169.949997,165.070007,166.729996,148.261475,23958000
2016-12-19,166.830002,168.250000,165.250000,166.710007,148.243713,13210000
2016-12-26,166.979996,167.979996,165.500000,165.990005,147.603439,7771300
2017-01-02,167.000000,169.919998,166.009995,169.529999,150.751312,11943500
2017-01-09,169.470001,169.800003,165.339996,167.339996,148.803894,16711000
2017-01-16,166.690002,170.639999,165.800003,170.550003,151.658325,26976900
